district,state,latitude,longitude,soil_type,soil_n,soil_p,soil_k,soil_ph,soil_moisture,humidity,avg_temperature,seasonal_rainfall,climate_season,previous_crop,crop_name,crop_duration_days,crop_water_requirement,yield_tonnes_per_hectare,risk_score
Bhavnagar,Gujarat,21.9046,73.157,Alluvial,46,50,65,6.6,20,33,37,132,Zaid,Fallow,Wheat,173,Medium,3.16,0.468
Kanpur,Uttar Pradesh,24.8919,82.6416,Clay,49,42,42,6.9,20,41,37,296,Zaid,Maize,Groundnut,97,Low,1.94,0.327
Belagavi,Karnataka,17.6429,74.8278,Red,46,15,46,6.9,20,68,20,221,Rabi,Potato,Cabbage,95,High,26.67,0.577
Thiruvananthapuram,Kerala,12.0823,76.3135,Alluvial,63,37,24,7.4,20,49,44,254,Zaid,Fallow,Potato,102,Medium,14.67,0.698
Siliguri,West Bengal,25.493,86.5018,Sandy,36,58,67,7.6,20,84,20,1143,Kharif,Cotton,Groundnut,105,Low,1.58,0.487
Vijayawada,Andhra Pradesh,13.7269,79.2259,Loamy,46,45,50,7.3,20,35,38,311,Zaid,Tomato,Chilli,140,Medium,1.89,0.8
Hyderabad,Telangana,16.7195,80.315,Clay,80,14,62,7.0,20,44,36,112,Zaid,Wheat,Sugarcane,304,Very High,53.52,0.371
Warangal,Telangana,16.5821,78.9426,Black,30,34,15,8.4,20,49,24,432,Rabi,Brinjal,Rice,134,High,5.0,0.428
Muzaffarpur,Bihar,26.5441,87.8884,Black,44,12,64,7.6,46,91,27,1958,Kharif,Cauliflower,Cotton,160,Low,1.78,0.69
Bathinda,Punjab,30.1327,75.0245,Alluvial,27,21,66,7.1,20,51,18,295,Rabi,Sugarcane,Potato,84,Medium,29.38,0.357
Nizamabad,Telangana,16.9501,79.7919,Alluvial,72,19,15,7.4,27,81,38,1376,Kharif,Soybean,Groundnut,103,Low,2.59,0.378
Guntur,Andhra Pradesh,14.2988,79.7023,Alluvial,46,17,37,7.0,20,48,42,201,Zaid,Groundnut,Cotton,199,Low,1.79,0.653
Gaya,Bihar,27.0875,84.8584,Mountain,43,26,20,5.2,20,45,23,532,Rabi,Chilli,Maize,105,Medium,4.52,0.408
Kochi,Kerala,8.9813,76.4101,Alluvial,79,40,26,7.8,20,93,29,976,Kharif,Cauliflower,Brinjal,134,Medium,43.04,0.339
Udaipur,Rajasthan,28.1302,73.0867,Sandy,73,49,33,8.7,20,79,31,1063,Kharif,Brinjal,Cauliflower,85,High,12.62,0.8
Hyderabad,Telangana,16.209,80.4183,Alluvial,44,38,17,7.8,31,75,33,1576,Kharif,Rice,Tomato,107,Medium,44.22,0.402
Muzaffarpur,Bihar,24.042,86.8492,Sandy,58,53,19,8.5,20,44,34,263,Zaid,Chilli,Brinjal,131,Medium,16.13,0.428
Agra,Uttar Pradesh,25.5196,81.5175,Alluvial,52,42,49,6.9,20,59,28,241,Zaid,Wheat,Mustard,106,Low,0.77,0.205
Jodhpur,Rajasthan,23.1835,74.7325,Alluvial,24,56,55,7.9,20,49,37,353,Zaid,Mustard,Cauliflower,114,High,14.19,0.419
Jaipur,Rajasthan,29.3464,75.1526,Alluvial,44,43,35,7.4,20,72,27,812,Kharif,Sugarcane,Mustard,104,Low,1.42,0.348
Hisar,Haryana,28.3498,75.7045,Alluvial,43,32,36,6.6,30,94,29,1503,Kharif,Soybean,Brinjal,135,Medium,37.95,0.396
Belagavi,Karnataka,12.6899,77.541,Alluvial,79,38,39,6.9,20,55,28,215,Rabi,Maize,Sugarcane,328,Very High,88.2,0.532
Pune,Maharashtra,16.5427,80.4582,Alluvial,51,37,45,7.0,20,34,39,270,Zaid,Soybean,Potato,104,Medium,21.71,0.56
Agra,Uttar Pradesh,25.8103,83.4117,Sandy,24,24,70,7.7,20,88,31,906,Kharif,Potato,Cabbage,98,High,17.01,0.427
Mangaluru,Karnataka,13.0043,74.2514,Sandy,22,16,49,7.5,20,68,21,461,Rabi,Rice,Potato,89,Medium,25.39,0.205
Visakhapatnam,Andhra Pradesh,14.6167,83.7197,Alluvial,50,30,34,7.1,20,47,36,223,Zaid,Cabbage,Onion,132,Medium,12.22,0.537
Berhampur,Odisha,20.2106,82.5533,Alluvial,34,11,48,6.8,20,69,15,369,Rabi,Cotton,Maize,119,Medium,5.91,0.349
Muzaffarpur,Bihar,26.8172,85.2158,Black,39,32,26,7.3,20,45,34,229,Zaid,Cotton,Chilli,125,Medium,1.97,0.399
Agra,Uttar Pradesh,27.5541,82.2643,Alluvial,64,37,61,7.4,20,48,18,324,Rabi,Groundnut,Onion,139,Medium,21.41,0.364
Bathinda,Punjab,30.9661,75.6958,Alluvial,32,22,55,7.1,29,76,21,1499,Kharif,Onion,Mustard,129,Low,2.01,0.417
Vijayawada,Andhra Pradesh,16.745,81.1031,Alluvial,38,56,58,6.7,20,59,27,365,Rabi,Chilli,Onion,138,Medium,18.37,0.258
Patna,Bihar,26.4411,86.404,Sandy,29,26,30,8.9,20,30,37,182,Zaid,Chilli,Mustard,105,Low,0.68,0.495
Jodhpur,Rajasthan,23.517,77.5345,Mountain,47,54,31,6.3,20,52,19,301,Rabi,Potato,Rice,144,High,3.12,0.298
Lucknow,Uttar Pradesh,24.8949,77.3085,Sandy,61,58,37,8.3,20,64,24,477,Rabi,Maize,Mustard,109,Low,0.97,0.325
Durgapur,West Bengal,22.5332,86.4306,Alluvial,45,16,61,7.9,20,49,32,106,Zaid,Soybean,Potato,86,Medium,15.4,0.404
Nellore,Andhra Pradesh,15.5356,78.8242,Red,30,15,51,5.7,20,84,39,1202,Kharif,Cotton,Brinjal,137,Medium,21.67,0.552
Hyderabad,Telangana,18.7281,79.1603,Sandy,79,24,57,8.8,22,75,33,1420,Kharif,Sugarcane,Chilli,128,Medium,2.0,0.475
Belagavi,Karnataka,16.2467,77.7596,Black,34,43,40,8.5,20,65,25,449,Rabi,Tomato,Sugarcane,300,Very High,74.22,0.527
Kozhikode,Kerala,11.6295,75.7351,Clay,37,20,65,7.2,20,57,33,295,Zaid,Potato,Rice,144,High,3.34,0.445
Aurangabad,Maharashtra,21.5142,78.0196,Loamy,48,15,61,7.2,20,54,31,192,Zaid,Fallow,Cotton,187,Low,2.11,0.443
Hyderabad,Telangana,16.1816,77.9585,Black,68,42,39,7.7,22,80,34,924,Kharif,Mustard,Soybean,107,Medium,2.73,0.207
Bhubaneswar,Odisha,21.3,84.1482,Black,73,51,63,7.2,20,84,29,866,Kharif,Soybean,Maize,96,Medium,9.15,0.217
Agra,Uttar Pradesh,24.6696,77.4465,Alluvial,45,43,63,6.5,26,89,26,1337,Kharif,Wheat,Cotton,159,Low,3.28,0.735
Howrah,West Bengal,24.9165,88.9518,Mountain,22,17,30,6.5,20,65,23,202,Rabi,Mustard,Cauliflower,113,High,19.11,0.454
Muzaffarpur,Bihar,26.7714,87.823,Alluvial,55,54,54,7.6,20,58,15,540,Rabi,Groundnut,Maize,104,Medium,6.54,0.259
Nashik,Maharashtra,21.8456,79.0462,Alluvial,74,26,25,7.4,20,40,30,174,Zaid,Fallow,Groundnut,104,Low,1.87,0.441
Jaipur,Rajasthan,27.7333,76.1892,Alluvial,75,13,36,7.9,30,76,27,1530,Kharif,Sugarcane,Brinjal,150,Medium,30.33,0.277
Hyderabad,Telangana,18.4174,80.1552,Alluvial,64,33,66,7.0,20,57,34,373,Zaid,Potato,Soybean,117,Medium,2.73,0.556
Lucknow,Uttar Pradesh,26.0134,82.7253,Alluvial,80,29,52,7.4,34,78,30,1739,Kharif,Maize,Mustard,100,Low,1.27,0.409
Aurangabad,Maharashtra,16.1638,76.3781,Red,37,26,23,6.8,20,57,38,240,Zaid,Brinjal,Groundnut,90,Low,1.33,0.382
Gurugram,Haryana,28.2373,77.4335,Alluvial,77,48,41,7.5,20,60,10,377,Rabi,Mustard,Chilli,147,Medium,1.93,0.693
Kochi,Kerala,11.4083,76.7963,Clay,39,38,62,7.4,20,54,37,177,Zaid,Maize,Cotton,156,Low,1.71,0.687
Thrissur,Kerala,8.8352,77.1868,Sandy,49,34,35,8.5,20,63,21,460,Rabi,Cabbage,Tomato,120,Medium,16.66,0.467
Hyderabad,Telangana,16.4905,80.9739,Loamy,56,48,64,6.9,20,39,38,221,Zaid,Tomato,Wheat,162,Medium,2.43,0.382
Vadodara,Gujarat,20.4476,70.2087,Sandy,34,20,33,8.2,20,43,24,585,Rabi,Sugarcane,Tomato,119,Medium,25.42,0.411
Salem,Tamil Nadu,12.1288,77.0806,Laterite,51,37,65,6.3,20,30,40,264,Zaid,Tomato,Cabbage,112,High,16.67,0.564
Mangaluru,Karnataka,16.96,76.5826,Black,37,25,22,7.5,43,86,32,1822,Kharif,Tomato,Wheat,178,Medium,2.81,0.555
Kota,Rajasthan,24.94,70.0386,Sandy,73,17,45,8.3,20,58,38,372,Zaid,Potato,Groundnut,99,Low,1.31,0.54
Kurnool,Andhra Pradesh,14.4246,82.614,Loamy,71,60,45,6.4,39,84,35,1968,Kharif,Groundnut,Wheat,169,Medium,4.34,0.456
Pune,Maharashtra,17.096,78.6464,Alluvial,23,49,35,7.5,20,79,30,919,Kharif,Groundnut,Soybean,93,Medium,2.37,0.423
Ludhiana,Punjab,30.5662,74.4475,Alluvial,39,31,67,7.4,37,72,30,1892,Kharif,Maize,Cotton,186,Low,2.02,0.703
Cuttack,Odisha,20.3814,82.4506,Black,47,50,42,7.2,20,52,21,444,Rabi,Rice,Sugarcane,300,Very High,74.26,0.515
Nagpur,Maharashtra,17.1491,79.0302,Black,51,33,17,7.4,20,62,25,560,Rabi,Sugarcane,Soybean,90,Medium,3.93,0.36
Kota,Rajasthan,24.9099,76.3749,Loamy,36,55,26,6.7,28,88,30,1404,Kharif,Cabbage,Wheat,163,Medium,3.14,0.354
Guntur,Andhra Pradesh,17.2628,82.1595,Alluvial,41,39,24,6.7,35,83,39,1771,Kharif,Maize,Tomato,90,Medium,43.65,0.8
Hyderabad,Telangana,19.1462,77.8403,Alluvial,55,36,54,7.0,20,57,35,221,Zaid,Cabbage,Rice,141,High,3.51,0.308
Kochi,Kerala,11.5527,77.2026,Alluvial,37,46,40,7.1,20,46,33,183,Zaid,Cotton,Onion,149,Medium,15.61,0.715
Visakhapatnam,Andhra Pradesh,13.4561,77.6402,Loamy,71,18,50,7.1,39,87,38,1950,Kharif,Maize,Wheat,162,Medium,3.13,0.591
Durgapur,West Bengal,23.0932,88.87,Loamy,49,14,59,6.6,34,83,27,1700,Kharif,Potato,Wheat,150,Medium,3.72,0.353
Amritsar,Punjab,30.4486,74.2519,Alluvial,36,25,32,6.8,20,51,21,375,Rabi,Mustard,Cotton,181,Low,1.35,0.51
Bhagalpur,Bihar,25.3677,86.229,Red,80,60,47,6.2,20,60,22,586,Rabi,Tomato,Brinjal,127,Medium,35.0,0.299
Amritsar,Punjab,30.7028,74.3629,Black,69,39,24,7.1,20,43,18,211,Rabi,Maize,Soybean,118,Medium,2.83,0.405
Vadodara,Gujarat,22.1033,74.3981,Alluvial,45,55,61,6.6,20,64,23,410,Rabi,Cauliflower,Wheat,146,Medium,5.61,0.175
